"Chapter","Code","CodeLength","Description","DescriptionSource"
"7","H31","3","Other disorders of choroid","Edition5"
"7","H310","4","Chorioretinal scars","Edition5"
"7","H311","4","Choroidal degeneration","Edition5"
"7","H312","4","Hereditary choroidal dystrophy","Edition5"
"7","H313","4","Choroidal haemorrhage and rupture","Edition5"
"7","H314","4","Choroidal detachment","Edition5"
"7","H318","4","Other specified disorders of choroid","Edition5"
"7","H319","4","Disorder of choroid, unspecified","Edition5"
"7","H32","3","Chorioretinal disorders in diseases classified elsewhere","Edition5"
"7","H320","4","Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere","Edition5"
"7","H328","4","Other chorioretinal disorders in diseases classified elsewhere","Edition5"
"7","H33","3","Retinal detachments and breaks","Edition5"
"7","H330","4","Retinal detachment with retinal break","Edition5"
"7","H331","4","Retinoschisis and retinal cysts","Edition5"
"7","H332","4","Serous retinal detachment","Edition5"
"7","H333","4","Retinal breaks without detachment","Edition5"
"7","H334","4","Traction detachment of retina","Edition5"
"7","H335","4","Other retinal detachments","Edition5"
"7","H34","3","Retinal vascular occlusions","Edition5"
"7","H340","4","Transient retinal artery occlusion","Edition5"
"7","H341","4","Central retinal artery occlusion","Edition5"
"7","H342","4","Other retinal artery occlusions","Edition5"
"7","H348","4","Other retinal vascular occlusions","Edition5"
"7","H349","4","Retinal vascular occlusion, unspecified","Edition5"
"7","H35","3","Other retinal disorders","Edition5"
"7","H350","4","Background retinopathy and retinal vascular changes","Edition5"
"7","H351","4","Retinopathy of prematurity","Edition5"
"7","H352","4","Other proliferative retinopathy","Edition5"
"7","H353","4","Degeneration of macula and posterior pole","Edition5"
"7","H354","4","Peripheral retinal degeneration","Edition5"
"7","H355","4","Hereditary retinal dystrophy","Edition5"
"7","H356","4","Retinal haemorrhage","Edition5"
"7","H357","4","Separation of retinal layers","Edition5"
"7","H358","4","Other specified retinal disorders","Edition5"
"7","H359","4","Retinal disorder, unspecified","Edition5"
"7","H36","3","Retinal disorders in diseases classified elsewhere","Edition5"
"7","H360","4","Diabetic retinopathy","Edition5"
"7","H368","4","Other retinal disorders in diseases classified elsewhere","Edition5"
"7","H40","3","Glaucoma","Edition5"
"7","H400","4","Glaucoma suspect","Edition5"
"7","H401","4","Primary open-angle glaucoma","Edition5"
"7","H402","4","Primary angle-closure glaucoma","Edition5"
"7","H403","4","Glaucoma secondary to eye trauma","Edition5"
"7","H404","4","Glaucoma secondary to eye inflammation","Edition5"
"7","H405","4","Glaucoma secondary to other eye disorders","Edition5"
"7","H406","4","Glaucoma secondary to drugs","Edition5"
"7","H408","4","Other glaucoma","Edition5"
"7","H409","4","Glaucoma, unspecified","Edition5"
"7","H42","3","Glaucoma in diseases classified elsewhere","Edition5"
"7","H420","4","Glaucoma in endocrine, nutritional and metabolic diseases","Edition5"
"7","H428","4","Glaucoma in other diseases classified elsewhere","Edition5"
"7","H43","3","Disorders of vitreous body","Edition5"
"7","H430","4","Vitreous prolapse","Edition5"
"7","H431","4","Vitreous haemorrhage","Edition5"
"7","H432","4","Crystalline deposits in vitreous body","Edition5"
"7","H433","4","Other vitreous opacities","Edition5"
"7","H438","4","Other disorders of vitreous body","Edition5"
"7","H439","4","Disorder of vitreous body, unspecified","Edition5"
"7","H44","3","Disorders of globe","Edition5"
"7","H440","4","Purulent endophthalmitis","Edition5"
"7","H441","4","Other endophthalmitis","Edition5"
"7","H442","4","Degenerative myopia","Edition5"
"7","H443","4","Other degenerative disorders of globe","Edition5"
"7","H444","4","Hypotony of eye","Edition5"
"7","H445","4","Degenerated conditions of globe","Edition5"
"7","H446","4","Retained (old) intraocular foreign body, magnetic","Edition5"
"7","H447","4","Retained (old) intraocular foreign body, nonmagnetic","Edition5"
"7","H448","4","Other disorders of globe","Edition5"
"7","H449","4","Disorder of globe, unspecified","Edition5"
"7","H45","3","Disorders of vitreous body and globe in diseases classified elsewhere","Edition5"
"7","H450","4","Vitreous haemorrhage in diseases classified elsewhere","Edition5"
"7","H451","4","Endophthalmitis in diseases classified elsewhere","Edition5"
"7","H458","4","Other disorders of vitreous body and globe in diseases classified elsewhere","Edition5"
"7","H46","3","Optic neuritis","Edition5"
"7","H46X","4","Optic neuritis","Edition5"
"7","H47","3","Other disorders of optic [2nd] nerve and visual pathways","Edition5"
"7","H470","4","Disorders of optic nerve, not elsewhere classified","Edition5"
"7","H471","4","Papilloedema, unspecified","Edition5"
"7","H472","4","Optic atrophy","Edition5"
"7","H473","4","Other disorders of optic disc","Edition5"
"7","H474","4","Disorders of optic chiasm","Edition5"
"7","H475","4","Disorders of other visual pathways","Edition5"
"7","H476","4","Disorders of visual cortex","Edition5"
"7","H477","4","Disorder of visual pathways, unspecified","Edition5"
"7","H48","3","Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere","Edition5"
"7","H480","4","Optic atrophy in diseases classified elsewhere","Edition5"
"7","H481","4","Retrobulbar neuritis in diseases classified elsewhere","Edition5"
"7","H488","4","Other disorders of optic nerve and visual pathways in diseases classified elsewhere","Edition5"
"7","H49","3","Paralytic strabismus","Edition5"
"7","H490","4","Third [oculomotor] nerve palsy","Edition5"
"7","H491","4","Fourth [trochlear] nerve palsy","Edition5"
"7","H492","4","Sixth [abducent] nerve palsy","Edition5"
"7","H493","4","Total (external) ophthalmoplegia","Edition5"
"7","H494","4","Progressive external ophthalmoplegia","Edition5"
"7","H498","4","Other paralytic strabismus","Edition5"
"7","H499","4","Paralytic strabismus, unspecified","Edition5"
"7","H50","3","Other strabismus","Edition5"
"7","H500","4","Convergent concomitant strabismus","Edition5"
"7","H501","4","Divergent concomitant strabismus","Edition5"
"7","H502","4","Vertical strabismus","Edition5"
"7","H503","4","Intermittent heterotropia","Edition5"
"7","H504","4","Other and unspecified heterotropia","Edition5"
"7","H505","4","Heterophoria","Edition5"
"7","H506","4","Mechanical strabismus","Edition5"
"7","H508","4","Other specified strabismus","Edition5"
"7","H509","4","Strabismus, unspecified","Edition5"
"7","H51","3","Other disorders of binocular movement","Edition5"
"7","H510","4","Palsy of conjugate gaze","Edition5"
"7","H511","4","Convergence insufficiency and excess","Edition5"
"7","H512","4","Internuclear ophthalmoplegia","Edition5"
"7","H518","4","Other specified disorders of binocular movement","Edition5"
"7","H519","4","Disorder of binocular movement, unspecified","Edition5"
"7","H52","3","Disorders of refraction and accommodation","Edition5"
"7","H520","4","Hypermetropia","Edition5"
"7","H521","4","Myopia","Edition5"
"7","H522","4","Astigmatism","Edition5"
"7","H523","4","Anisometropia and aniseikonia","Edition5"
"7","H524","4","Presbyopia","Edition5"
"7","H525","4","Disorders of accommodation","Edition5"
"7","H526","4","Other disorders of refraction","Edition5"
"7","H527","4","Disorder of refraction, unspecified","Edition5"
"7","H53","3","Visual disturbances","Edition5"
"7","H530","4","Amblyopia ex anopsia","Edition5"
"7","H531","4","Subjective visual disturbances","Edition5"
"7","H532","4","Diplopia","Edition5"
"7","H533","4","Other disorders of binocular vision","Edition5"
"7","H534","4","Visual field defects","Edition5"
"7","H535","4","Colour vision deficiencies","Edition5"
"7","H536","4","Night blindness","Edition5"
"7","H538","4","Other visual disturbances","Edition5"
"7","H539","4","Visual disturbance, unspecified","Edition5"
"7","H54","3","Visual impairment including blindness (binocular or monocular)","Edition5"
"7","H540","4","Blindness, binocular","Edition5"
"7","H541","4","Severe visual impairment, binocular","Edition5"
"7","H542","4","Moderate visual impairment, binocular","Edition5"
"7","H543","4","Mild or no visual impairment, binocular","Edition5"
"7","H544","4","Blindness, monocular","Edition5"
"7","H545","4","Severe visual impairment, monocular","Edition5"
"7","H546","4","Moderate visual impairment, monocular","Edition5"
"7","H549","4","Unspecified visual impairment (binocular)","Edition5"
"7","H55","3","Nystagmus and other irregular eye movements","Edition5"
"7","H55X","4","Nystagmus and other irregular eye movements","Edition5"
"7","H57","3","Other disorders of eye and adnexa","Edition5"
"7","H570","4","Anomalies of pupillary function","Edition5"
"7","H571","4","Ocular pain","Edition5"
"7","H578","4","Other specified disorders of eye and adnexa","Edition5"
"7","H579","4","Disorder of eye and adnexa, unspecified","Edition5"
"7","H58","3","Other disorders of eye and adnexa in diseases classified elsewhere","Edition5"
"7","H580","4","Anomalies of pupillary function in diseases classified elsewhere","Edition5"
"7","H581","4","Visual disturbances in diseases classified elsewhere","Edition5"
"7","H588","4","Other specified disorders of eye and adnexa in diseases classified elsewhere","Edition5"
"7","H59","3","Postprocedural disorders of eye and adnexa, not elsewhere classified","Edition5"
"7","H590","4","Keratopathy (bullous aphakic) following cataract surgery","Edition5"
"7","H598","4","Other postprocedural disorders of eye and adnexa","Edition5"
"7","H599","4","Postprocedural disorder of eye and adnexa, unspecified","Edition5"
"8","H60","3","Otitis externa","Edition5"
"8","H600","4","Abscess of external ear","Edition5"
"8","H601","4","Cellulitis of external ear","Edition5"
"8","H602","4","Malignant otitis externa","Edition5"
"8","H603","4","Other infective otitis externa","Edition5"
"8","H604","4","Cholesteatoma of external ear","Edition5"
"8","H605","4","Acute otitis externa, noninfective","Edition5"
"8","H608","4","Other otitis externa","Edition5"
"8","H609","4","Otitis externa, unspecified","Edition5"
"8","H61","3","Other disorders of external ear","Edition5"
"8","H610","4","Perichondritis of external ear","Edition5"
"8","H611","4","Noninfective disorders of pinna","Edition5"
"8","H612","4","Impacted cerumen","Edition5"
"8","H613","4","Acquired stenosis of external ear canal","Edition5"
"8","H618","4","Other specified disorders of external ear","Edition5"
"8","H619","4","Disorder of external ear, unspecified","Edition5"
"8","H62","3","Disorders of external ear in diseases classified elsewhere","Edition5"
"8","H620","4","Otitis externa in bacterial diseases classified elsewhere","Edition5"
"8","H621","4","Otitis externa in viral diseases classified elsewhere","Edition5"
"8","H622","4","Otitis externa in mycoses","Edition5"
"8","H623","4","Otitis externa in other infectious and parasitic diseases classified elsewhere","Edition5"
"8","H624","4","Otitis externa in other diseases classified elsewhere","Edition5"
"8","H628","4","Other disorders of external ear in diseases classified elsewhere","Edition5"
"8","H65","3","Nonsuppurative otitis media","Edition5"
"8","H650","4","Acute serous otitis media","Edition5"
"8","H651","4","Other acute nonsuppurative otitis media","Edition5"
"8","H652","4","Chronic serous otitis media","Edition5"
"8","H653","4","Chronic mucoid otitis media","Edition5"
"8","H654","4","Other chronic nonsuppurative otitis media","Edition5"
"8","H659","4","Nonsuppurative otitis media, unspecified","Edition5"
"8","H66","3","Suppurative and unspecified otitis media","Edition5"
"8","H660","4","Acute suppurative otitis media","Edition5"
"8","H661","4","Chronic tubotympanic suppurative otitis media","Edition5"
"8","H662","4","Chronic atticoantral suppurative otitis media","Edition5"
"8","H663","4","Other chronic suppurative otitis media","Edition5"
"8","H664","4","Suppurative otitis media, unspecified","Edition5"
"8","H669","4","Otitis media, unspecified","Edition5"
"8","H67","3","Otitis media in diseases classified elsewhere","Edition5"
"8","H670","4","Otitis media in bacterial diseases classified elsewhere","Edition5"
"8","H671","4","Otitis media in viral diseases classified elsewhere","Edition5"
"8","H678","4","Otitis media in other diseases classified elsewhere","Edition5"
"8","H68","3","Eustachian salpingitis and obstruction","Edition5"
"8","H680","4","Eustachian salpingitis","Edition5"
"8","H681","4","Obstruction of Eustachian tube","Edition5"
"8","H69","3","Other disorders of Eustachian tube","Edition5"
"8","H690","4","Patulous Eustachian tube","Edition5"
"8","H698","4","Other specified disorders of Eustachian tube","Edition5"
"8","H699","4","Eustachian tube disorder, unspecified","Edition5"
"8","H70","3","Mastoiditis and related conditions","Edition5"
"8","H700","4","Acute mastoiditis","Edition5"
"8","H701","4","Chronic mastoiditis","Edition5"
"8","H702","4","Petrositis","Edition5"
"8","H708","4","Other mastoiditis and related conditions","Edition5"
"8","H709","4","Mastoiditis, unspecified","Edition5"
"8","H71","3","Cholesteatoma of middle ear","Edition5"
"8","H71X","4","Cholesteatoma of middle ear","Edition5"
"8","H72","3","Perforation of tympanic membrane","Edition5"
"8","H720","4","Central perforation of tympanic membrane","Edition5"
"8","H721","4","Attic perforation of tympanic membrane","Edition5"
"8","H722","4","Other marginal perforations of tympanic membrane","Edition5"
"8","H728","4","Other perforations of tympanic membrane","Edition5"
"8","H729","4","Perforation of tympanic membrane, unspecified","Edition5"
"8","H73","3","Other disorders of tympanic membrane","Edition5"
"8","H730","4","Acute myringitis","Edition5"
"8","H731","4","Chronic myringitis","Edition5"
"8","H738","4","Other specified disorders of tympanic membrane","Edition5"
"8","H739","4","Disorder of tympanic membrane, unspecified","Edition5"
"8","H74","3","Other disorders of middle ear and mastoid","Edition5"
"8","H740","4","Tympanosclerosis","Edition5"
"8","H741","4","Adhesive middle ear disease","Edition5"
"8","H742","4","Discontinuity and dislocation of ear ossicles","Edition5"
"8","H743","4","Other acquired abnormalities of ear ossicles","Edition5"
